"Source:","D:\V_meter_2\stend_e3\stend_main4_dummy\stend_main.kicad_sch"
"Date:","10/23/2021 11:44:15 AM"
"Tool:","Eeschema (5.99.0-12829-gf2783a86e0)"
"Generator:","C:\Program Files\KiCad\5.99\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","356"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","PIN1","PIN10","PIN2","PIN3","PIN4","PIN5","PIN6","PIN7","PIN8","PIN9","ValueAnalog","ValueC","ValueGOST","ValueGroup","ValueManufacturer","ValueName","ValueNote","ValueSupplier","ValueTU","ValueTemp_1","ValueTemp_2","ValueTemp_3","ValueTemp_4","ValueTemp_5","ValueTemperature","volume"
"","","DD1","NANO_ATmega328","my_Library:NANO_ATmega328","my_Library_ftprint:Nano_328pu","C:/Program Files/KiCad/share/LTM_DataSheet/Микросхема_микроконтроллер_ 1986ВЕ1Т_АО _ПКК_Миландр.pdf","","","","","","","","","","","К1986ВЕ1Т, К1986ВЕ1QI","","1986ВЕ1Т ","Микросхемы","АО «ПКК МИЛАНДР»","NANO_ATmega328","-","АО «ПКК МИЛАНДР»","АЕЯР.431280.860 ТУ","АЕЯР.431280.860 ТУ","-","-","-","-","от минус 60 ⁰C до + 125 ⁰C",""
"","","DD2","Display_1306","my_Library:Display_1306","my_Library_ftprint:PinHeader_1x04_P2.54mm_Vertical","C:/Program Files/KiCad/share/LTM_DataSheet/Микросхема_микроконтроллер_ 1986ВЕ1Т_АО _ПКК_Миландр.pdf","","","","","","","","","","","К1986ВЕ1Т, К1986ВЕ1QI","","1986ВЕ1Т ","Микросхемы","АО «ПКК МИЛАНДР»","Oled Display","-","АО «ПКК МИЛАНДР»","АЕЯР.431280.860 ТУ","АЕЯР.431280.860 ТУ","-","-","-","-","от минус 60 ⁰C до + 125 ⁰C",""
"","","DD3","74HC595","my_Library:74HC595","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DD4","74HC595","my_Library:74HC595","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DD5","74HC595","my_Library:74HC595","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","DD6","74HC595_register","my_Library:74HC595_register","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K1","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K2","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K3","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K4","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K5","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K6","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K7","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K8","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K9","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K10","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K11","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K12","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K13","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K14","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K15","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K16","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K17","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K18","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K19","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K20","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K21","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K22","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K23","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K24","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K25","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K26","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K27","Fujitsu_A5WK","my_Library:Fujitsu_A5WK","my_Library_ftprint:Relay_DPDT_Fujitsu_A5WK","https://www.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K28","Fujitsu_A5WK","my_Library:Fujitsu_A5WK","my_Library_ftprint:Relay_DPDT_Fujitsu_A5WK","https://www.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K29","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","K30","Fujitsu_A5WK","my_Library:Fujitsu_A5WK","my_Library_ftprint:Relay_DPDT_Fujitsu_A5WK","https://www.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","PCB1","board_symbol_190x310","my_Library:board_symbol_190x310","my_Library_ftprint:board_fp_190x310","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R1","12k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R2","12k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R3","12k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R4","51k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R5","51k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R6","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R7","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R8","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R9","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R10","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R11","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R12","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R13","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R14","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R15","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R16","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R17","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R18","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R19","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R20","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R21","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R22","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R23","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R24","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R25","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R26","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R27","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R28","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R29","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R30","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R31","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R32","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R33","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R34","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R35","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R36","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R37","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R38","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R39","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R40","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R41","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R42","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R43","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R44","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R45","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R46","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R47","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R48","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R49","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R50","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R51","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R52","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R53","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R54","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R55","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R56","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R57","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R58","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R59","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R60","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R61","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R62","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R63","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R64","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R65","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R66","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R67","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R68","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R69","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R70","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R71","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R72","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R73","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R74","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R75","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R76","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R77","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R78","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R79","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R80","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R81","51k","my_Library:56k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R82","51k","my_Library:56k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R83","510","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R84","12k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R85","510","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R86","3.3k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R87","3.3k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R88","51k","my_Library:56k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R89","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R90","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R91","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R92","2.2k","my_Library:2.2k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","R93","2.2kvert","my_Library:2.2kvert","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","","2.2k"
"","","R94","12k","my_Library:12k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","S1","taktile button KLS7","my_Library:taktile button KLS7","my_Library_ftprint:SW_Push_2P1T_6x6mm","http://www.apem.com/int/index.php?controller=attachment&id_attachment=488","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","S2","taktile button KLS7","my_Library:taktile button KLS7","my_Library_ftprint:SW_Push_2P1T_6x6mm","http://www.apem.com/int/index.php?controller=attachment&id_attachment=488","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","S3","taktile button KLS7","my_Library:taktile button KLS7","my_Library_ftprint:SW_PUSH_6mm_H4.3mm","http://www.apem.com/int/index.php?controller=attachment&id_attachment=488","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","S4","taktile button KLS7","my_Library:taktile button KLS7","my_Library_ftprint:SW_PUSH_6mm_H4.3mm","http://www.apem.com/int/index.php?controller=attachment&id_attachment=488","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","U1","EL814","Isolator:EL814","","http://www.everlight.com/file/ProductFile/EL814.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","U2","EL814","Isolator:EL814","","http://www.everlight.com/file/ProductFile/EL814.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD1","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD2","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD3","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD4","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD5","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD6","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD7","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD8","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD9","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
